ACCESSION	IRa_REPORTED	IRa_REPORTED_START	IRa_REPORTED_END	IRa_REPORTED_LENGTH	IRb_REPORTED	IRb_REPORTED_START	IRb_REPORTED_END	IRb_REPORTED_LENGTH
MK397891	yes	1	157371	25960	yes	86764	112723	25960
MF508720	yes	117568	139160	21593	yes	82787	104319	21533
MN577866	yes	133181	159515	26335	yes	87478	113812	26335
MG662138	yes	133225	159283	26059	yes	88227	114288	26062
KR021381	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN380656	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH780079	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY412467	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF375334	yes	133736	159833	26098	yes	88854	114951	26098
KY406775	yes	132384	158450	26067	yes	87461	113586	26126
MG800783	yes	134556	160142	25587	yes	88736	114322	25587
KJ501998	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY432795	yes	112062	132772	20711	yes	78994	99704	20711
MG255760	yes	86283	112013	25731	yes	129803	155533	25731
KX931447	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH161174	yes	135132	160761	25630	yes	90654	116283	25630
MH817891	yes	86314	111952	25639	yes	129774	155411	25638
EU254477	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063861	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK397892	yes	129523	155590	26068	yes	85899	111966	26068
MH780080	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF766010	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX756177	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN577867	yes	133333	159688	26356	yes	87735	114090	26356
MG662139	yes	133176	159235	26060	yes	88177	114239	26063
MN380657	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF375335	yes	133797	159894	26098	yes	88899	115009	26111
MH285848	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY412468	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY416513	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
DQ886273	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY406776	yes	130675	156725	26051	yes	86271	112338	26068
MG800784	yes	134742	160347	25606	yes	88849	114454	25606
KJ501999	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY432796	yes	116560	138907	22348	yes	81787	104134	22348
MG255761	yes	85862	111603	25742	yes	129398	155139	25742
KX931448	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG386378	yes	134837	160908	26072	yes	90145	116216	26072
MH817892	yes	86571	112247	25677	yes	130124	155800	25677
KY364194	yes	130169	156699	26531	yes	85000	111530	26531
KX756178	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN577868	yes	133213	159547	26335	yes	87533	113867	26335
MK397893	yes	128477	154533	26057	yes	84812	110868	26057
MG662140	yes	133175	159234	26060	yes	88176	114238	26063
MN380658	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF375336	yes	133663	159769	26107	yes	88727	114833	26107
MH285849	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX463053	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY406777	yes	132378	158433	26056	yes	87487	113601	26115
MH261259	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY628420	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY432797	yes	115265	138052	22788	yes	80077	102864	22788
MG255762	yes	86602	112343	25742	yes	130131	155872	25742
MH392274	yes	134718	161061	26344	yes	91289	117631	26343
KY100266	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX931449	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063863	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH817893	yes	86593	112224	25632	yes	129987	155618	25632
MG738664	yes	133588	156606	23019	yes	89496	112514	23019
MG524990	yes	131084	157195	26112	yes	86560	112671	26112
MG874037	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF508721	yes	118401	140025	21625	yes	83510	105074	21565
MN577869	yes	88913	115164	26252	yes	122	134431	134310
MG662141	yes	133181	159240	26060	yes	88175	114237	26063
KY432810	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH117939	yes	117844	139640	21797	yes	83221	105017	21797
MK397894	yes	1	155076	25653	yes	85574	111226	25653
MF375337	yes	133193	159280	26088	yes	88565	114641	26077
MH285850	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN380659	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY406778	yes	131015	157070	26056	yes	86613	112695	26083
MH261260	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH588512	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY432798	yes	111719	132449	20731	yes	78575	99305	20731
MG255763	yes	86613	112354	25742	yes	129917	155658	25742
KX063864	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH817894	yes	86573	112208	25636	yes	130014	155649	25636
MK613354	yes	130541	156599	26059	yes	85732	111790	26059
MF990290	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG523859	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT966716	yes	132930	156875	23946	yes	90138	114083	23946
MN577870	yes	133786	160171	26386	yes	88129	114514	26386
MG805602	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG662142	yes	133187	159245	26059	yes	88180	114242	26063
KY432811	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH779853	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH285851	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN380660	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG524991	yes	132508	158709	26202	yes	87674	113875	26202
MK397895	yes	126545	152621	26077	yes	82983	109059	26077
MH392303	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF497447	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY406781	yes	130663	156732	26070	yes	86478	112564	26087
KY432799	yes	116810	139570	22761	yes	81533	104293	22761
MG255764	yes	86620	112361	25742	yes	130151	155892	25742
KX931451	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063865	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG738666	yes	132224	154896	22673	yes	89008	111680	22673
MH817896	yes	86630	112256	25627	yes	130069	155698	25630
MK783315	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF990291	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN577871	yes	133089	159445	26357	yes	87486	113842	26357
MG662143	yes	133196	159255	26060	yes	88180	114242	26063
KY432812	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH285852	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN380661	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX255667	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH488954	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY406782	yes	132381	158416	26036	yes	87486	113580	26095
MK397896	yes	141853	179105	37253	yes	86559	123811	37253
KY432800	yes	113276	134286	21011	yes	79772	100782	21011
KJ690264	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY024482	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU641389	yes	86496	112825	26330	yes	131550	157879	26330
MG255765	yes	86613	112354	25742	yes	130145	155886	25742
KX931452	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063866	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG738667	yes	131787	155545	23759	yes	89300	113058	23759
MG805603	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH817897	yes	86484	112131	25648	yes	129990	155637	25648
MH261261	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY432813	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN577872	yes	133226	159607	26382	yes	87604	113985	26382
KY817143	yes	131666	157960	26295	yes	86811	113105	26295
MG662144	yes	133168	159235	26068	yes	88172	114242	26071
MH285853	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN380662	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG524992	yes	131515	157602	26088	yes	86781	112868	26088
KY406783	yes	132399	158425	26027	yes	87473	113558	26086
KY432801	yes	116154	138918	22765	yes	80787	103551	22765
KX897128	yes	131948	157806	25859	yes	87329	113187	25859
MK397897	yes	124922	150293	25372	yes	82226	107597	25372
KX931453	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG255766	yes	86688	112393	25706	yes	130192	155897	25706
KX063867	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG738668	yes	131367	155056	23690	yes	88915	112603	23689
MH817898	yes	86525	112352	25828	yes	130207	156057	25851
KT983629	yes	115708	137370	21663	yes	81203	102865	21663
MG662145	yes	133226	159285	26060	yes	88226	114288	26063
MH285854	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN577873	yes	133279	159662	26384	yes	87628	114011	26384
MF975369	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY883663	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH795066	yes	114960	136532	21573	yes	80600	102172	21573
MN380663	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT428296	yes	135713	175489	39777	yes	90988	130764	39777
MG524993	yes	131166	157034	25869	yes	86583	112451	25869
MG656407	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX256287	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY432802	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY406784	yes	131271	157236	25966	yes	87216	113181	25966
KU198434	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG805604	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK397898	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG255767	yes	86623	112363	25741	yes	129917	155657	25741
MG738669	yes	131002	154732	23731	yes	88505	112235	23731
KX063868	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK714016	yes	130475	156527	26053	yes	85675	111727	26053
MH817900	yes	86549	112243	25695	yes	130054	155748	25695
MH285856	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG662146	yes	133219	159278	26060	yes	88224	114286	26063
MN577874	yes	133154	159524	26371	yes	87586	113956	26371
MH795067	yes	114964	136536	21573	yes	80613	102185	21573
MN380664	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG383644	yes	134945	160631	25687	yes	90329	116015	25687
MF850254	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG573060	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG524994	yes	131765	157886	26122	yes	86905	113026	26122
KT428297	yes	138637	164692	26056	yes	93691	119746	26056
MF787253	yes	134847	160681	25835	yes	90155	115989	25835
KY432803	yes	113851	134891	21041	yes	80255	101295	21041
KY406785	yes	130844	156907	26064	yes	86452	112532	26081
KM881634	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX931455	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK397899	yes	129536	155272	25737	yes	86055	111791	25737
MG738670	yes	131993	155370	23378	yes	89563	112940	23378
KX063869	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG255768	yes	86243	111975	25733	yes	129884	155616	25733
KT281145	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH817901	yes	86564	112309	25746	yes	130184	155929	25746
MH488955	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG662147	yes	133181	159240	26060	yes	88186	114248	26063
MN577875	yes	133245	159626	26382	yes	87616	113997	26382
MH800327	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN380665	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK335944	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH836622	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG524995	yes	130485	156598	26114	yes	86110	112223	26114
KY432804	yes	112774	134338	21565	yes	78539	100103	21565
MK070168	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH986669	yes	87211	111118	23908	yes	129145	153052	23908
KT220684	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KR347117	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM881635	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY406786	yes	132354	158409	26056	yes	87472	113586	26115
MG262388	yes	129901	155479	25579	yes	85772	111350	25579
KX931456	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK397900	yes	131351	156882	25532	yes	87323	112854	25532
KX063870	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT281146	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH817907	yes	129901	155602	25702	yes	86434	112135	25702
MG662148	yes	133186	159245	26060	yes	88179	114241	26063
MH800328	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN577876	yes	133218	159552	26335	yes	87555	113889	26335
MN380666	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX098452	yes	130496	156595	26100	yes	86328	112427	26100
MG524996	yes	130720	156667	25948	yes	86169	112116	25948
KU569967	yes	117627	139441	21815	yes	83243	105057	21815
MG805606	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH579750	yes	131107	154897	23791	yes	88693	112483	23791
MH883642	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY432805	yes	116541	139257	22717	yes	81248	103964	22717
KM881636	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT220685	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY406789	yes	132022	158077	26056	yes	87491	113573	26083
KX931457	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063871	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK397901	yes	131350	156882	25533	yes	87321	112853	25533
MH298010	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT281147	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH817908	yes	129923	155628	25706	yes	86413	112118	25706
MN577877	yes	132831	159156	26326	yes	87224	113549	26326
MN380667	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU569968	yes	117763	139559	21797	yes	83159	104955	21797
MG524997	yes	131831	157876	26046	yes	87303	113348	26046
MG727863	yes	130462	156519	26058	yes	85644	111701	26058
KY432806	yes	113035	134799	21765	yes	78782	100546	21765
KM881637	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG805607	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX931458	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT220686	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY406790	yes	132040	157705	25666	yes	87562	113286	25725
KX063872	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT281148	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK397902	yes	129593	156170	26578	yes	84767	111344	26578
MH410216	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG662150	yes	139549	159300	19752	yes	88175	107929	19755
MH817909	yes	86483	112164	25682	yes	129925	155606	25682
MN577878	yes	133282	159654	26373	yes	87762	114134	26373
MN380668	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK862266	yes	129241	155186	25946	yes	85160	111105	25946
MG727864	yes	130449	156506	26058	yes	85632	111689	26058
KY432807	yes	113871	134889	21019	yes	80550	101568	21019
MH817902	yes	85839	111535	25697	yes	129323	155019	25697
KM881638	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH198310	yes	133578	160912	27335	yes	88916	116250	27335
KX931459	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY406791	yes	130707	156751	26045	yes	86367	112437	26071
KT220687	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG805608	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063873	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH251613	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT281149	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK473866	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK397903	yes	127545	153257	25713	yes	83965	109677	25713
MG662151	yes	133192	159251	26060	yes	88176	114238	26063
MH817911	yes	129861	155541	25681	yes	86404	112084	25681
MN577879	yes	133272	159654	26383	yes	87564	113946	26383
MH253889	yes	86278	112348	26071	yes	130595	156665	26071
KY432808	yes	113799	135137	21339	yes	80145	101483	21339
MG727865	yes	130348	156405	26058	yes	85530	111587	26058
KM881639	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH205736	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH817903	yes	85705	111433	25729	yes	129208	154936	25729
KX931460	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU569972	yes	117786	139602	21817	yes	83207	105023	21817
KY406792	yes	131116	157214	26099	yes	86706	112830	26125
KT220688	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063874	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY886917	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK251464	yes	135022	161088	26067	yes	88616	114682	26067
MH795307	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK473867	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT281150	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG662152	yes	133169	159227	26059	yes	88183	114244	26062
MG675221	yes	128434	159476	31043	yes	79284	110320	31037
MN577880	yes	133292	157660	24369	yes	87566	113905	26340
MH817912	yes	86508	112199	25692	yes	130003	155694	25692
MK397904	yes	132374	158547	26174	yes	87769	113942	26174
MN380670	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY432809	yes	116832	139061	22230	yes	82036	104265	22230
KM881640	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG590100	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK176510	yes	131072	154862	23791	yes	88729	112519	23791
MH817904	yes	85792	111496	25705	yes	129283	154987	25705
KX931461	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU569973	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY406793	yes	130718	156754	26037	yes	86512	112547	26036
KT220689	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KJ001642	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063875	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK111409	yes	134764	159943	25180	yes	90080	115259	25180
MG524998	yes	131084	157195	26112	yes	86560	112671	26112
MG574829	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
AJ879453	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK473868	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX008604	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT281151	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG662153	yes	133192	159251	26060	yes	88176	114238	26063
MH795308	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN577881	yes	132949	156994	24046	yes	89534	113579	24046
MN380671	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK294735	yes	128350	155974	27625	yes	84222	111846	27625
MG675222	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH817913	yes	86661	112378	25718	yes	130211	155928	25718
MK210628	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
JN160604	yes	92016	123698	31683	yes	137655	169337	31683
MK397905	yes	128775	154473	25699	yes	84889	110587	25699
KM881641	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK176511	yes	130908	154553	23646	yes	88632	112277	23646
MG867570	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH817905	yes	85968	111690	25723	yes	129473	155195	25723
KX931462	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY436366	yes	119387	147461	28075	yes	83506	111580	28075
KT220690	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063876	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT281152	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KU569975	yes	117936	139731	21796	yes	83349	105144	21796
MG662154	yes	133192	159251	26060	yes	88176	114238	26063
MK390344	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN380672	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG595965	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN563795	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
JN160605	yes	91455	123384	31930	yes	136775	168704	31930
MG675223	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH817914	yes	88240	119925	31686	yes	131425	163110	31686
MF179485	yes	132875	158927	26053	yes	88226	114278	26053
KM881642	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK176512	yes	130829	154513	23685	yes	88555	112239	23685
MK397906	yes	124876	150042	25167	yes	82709	107875	25167
AB856289	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH767450	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY457568	yes	130679	157367	26689	yes	85830	112518	26689
MG524999	yes	132081	158530	26450	yes	87141	113590	26450
KX931463	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH817906	yes	85849	111545	25697	yes	129333	155029	25697
MG805609	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT220691	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX063877	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY794808	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KJ433485	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT281153	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG662155	yes	133104	159154	26051	yes	88139	114192	26054
MK390345	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN577883	yes	133080	159488	26409	yes	87381	113789	26409
MN380673	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN563796	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KM881643	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF179486	yes	130923	156992	26070	yes	87032	113101	26070
MG675224	yes	128516	159568	31053	yes	79377	110429	31053
MH817915	yes	88215	120145	31931	yes	131632	163562	31931
AB856290	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH767451	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG525000	yes	130454	156567	26114	yes	86090	112203	26114
KX931464	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH817890	yes	86616	112302	25687	yes	130124	155810	25687
KT963036	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG386251	yes	128719	153510	24792	yes	86482	111273	24792
KX063878	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT220692	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT692940	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH177871	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH205737	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH778959	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG662156	yes	133207	159265	26059	yes	88229	114290	26062
KT281154	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN577884	yes	133099	159450	26352	yes	87473	113824	26352
MN380674	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KY926695	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN563797	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF179487	yes	131655	157834	26180	yes	86996	113175	26180
MH817916	yes	85942	111664	25723	yes	129185	154907	25723
MH767452	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
AB856291	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK397908	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG525001	yes	132200	158202	26003	yes	87400	113402	26003
KX931465	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH581151	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT963037	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
HQ901195	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX808491	yes	132562	158625	26064	yes	88261	114324	26064
KX063879	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
LC317004	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MG662157	yes	133181	159248	26068	yes	88192	114261	26070
KT281155	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KP861984	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN380675	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN577885	yes	133108	159459	26352	yes	87479	113830	26352
MN171408	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN563798	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MF179488	yes	131033	157102	26070	yes	86682	112751	26070
MH817917	yes	86013	111715	25703	yes	129275	154977	25703
MG570144	yes	115289	136793	21505	yes	80956	102430	21475
MG525002	yes	132149	158118	25970	yes	87323	113292	25970
KX931466	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MK397909	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
HQ901196	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT963038	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KX808492	yes	132701	159287	26587	yes	88750	115096	26347
KX063880	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
KT727929	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MH841939	yes	127814	150985	23172	yes	84319	107490	23172
MN380676	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN577886	yes	133220	159554	26335	yes	87542	113876	26335
KT281156	no	n.a.	n.a.	n.a.	no	n.a.	n.a.	n.a.
MN443774	yes	129114	154060	24947	yes	83354	108443	25090
